Test set Size =           1;	Fault Coverage : 0.114120 
Test set Size =           2;	Fault Coverage : 0.205029 
Test set Size =           3;	Fault Coverage : 0.324952 
Test set Size =           4;	Fault Coverage : 0.338491 
Test set Size =           5;	Fault Coverage : 0.419729 
Test set Size =           6;	Fault Coverage : 0.427466 
Test set Size =           7;	Fault Coverage : 0.448743 
Test set Size =           8;	Fault Coverage : 0.483559 
Test set Size =           9;	Fault Coverage : 0.500967 
Test set Size =          10;	Fault Coverage : 0.506770 
Test set Size =          11;	Fault Coverage : 0.510638 
Test set Size =          12;	Fault Coverage : 0.543520 
Test set Size =          13;	Fault Coverage : 0.557060 
Test set Size =          14;	Fault Coverage : 0.603482 
Test set Size =          15;	Fault Coverage : 0.642166 
Test set Size =          16;	Fault Coverage : 0.644101 
Test set Size =          17;	Fault Coverage : 0.663443 
Test set Size =          18;	Fault Coverage : 0.669246 
Test set Size =          19;	Fault Coverage : 0.684720 
Test set Size =          20;	Fault Coverage : 0.684720 
Test set Size =          21;	Fault Coverage : 0.694391 
Test set Size =          22;	Fault Coverage : 0.696325 
Test set Size =          23;	Fault Coverage : 0.738878 
Test set Size =          24;	Fault Coverage : 0.738878 
Test set Size =          25;	Fault Coverage : 0.740812 
Test set Size =          26;	Fault Coverage : 0.746615 
Test set Size =          27;	Fault Coverage : 0.775629 
Test set Size =          28;	Fault Coverage : 0.777563 
Test set Size =          29;	Fault Coverage : 0.777563 
Test set Size =          30;	Fault Coverage : 0.781431 
Test set Size =          31;	Fault Coverage : 0.789168 
Test set Size =          32;	Fault Coverage : 0.802708 
Test set Size =          33;	Fault Coverage : 0.802708 
Test set Size =          34;	Fault Coverage : 0.816248 
Test set Size =          35;	Fault Coverage : 0.816248 
Test set Size =          36;	Fault Coverage : 0.822050 
Test set Size =          37;	Fault Coverage : 0.829787 
Test set Size =          38;	Fault Coverage : 0.831721 
Test set Size =          39;	Fault Coverage : 0.839458 
Test set Size =          40;	Fault Coverage : 0.839458 
Test set Size =          41;	Fault Coverage : 0.839458 
Test set Size =          42;	Fault Coverage : 0.849130 
Test set Size =          43;	Fault Coverage : 0.866538 
Test set Size =          44;	Fault Coverage : 0.876209 
Test set Size =          45;	Fault Coverage : 0.883946 
Test set Size =          46;	Fault Coverage : 0.883946 
Test set Size =          47;	Fault Coverage : 0.885880 
Test set Size =          48;	Fault Coverage : 0.885880 
Test set Size =          49;	Fault Coverage : 0.889749 
Test set Size =          50;	Fault Coverage : 0.889749 
Test set Size =          51;	Fault Coverage : 0.891683 
Test set Size =          52;	Fault Coverage : 0.891683 
Test set Size =          53;	Fault Coverage : 0.891683 
Test set Size =          54;	Fault Coverage : 0.891683 
Test set Size =          55;	Fault Coverage : 0.905222 
Test set Size =          56;	Fault Coverage : 0.909091 
Test set Size =          57;	Fault Coverage : 0.909091 
Test set Size =          58;	Fault Coverage : 0.909091 
Test set Size =          59;	Fault Coverage : 0.909091 
Test set Size =          60;	Fault Coverage : 0.909091 
Test set Size =          61;	Fault Coverage : 0.912959 
Test set Size =          62;	Fault Coverage : 0.912959 
Test set Size =          63;	Fault Coverage : 0.912959 
Test set Size =          64;	Fault Coverage : 0.918762 
Test set Size =          65;	Fault Coverage : 0.918762 
Test set Size =          66;	Fault Coverage : 0.918762 
Test set Size =          67;	Fault Coverage : 0.918762 
Test set Size =          68;	Fault Coverage : 0.918762 
Test set Size =          69;	Fault Coverage : 0.918762 
Test set Size =          70;	Fault Coverage : 0.922631 
Test set Size =          71;	Fault Coverage : 0.922631 
Test set Size =          72;	Fault Coverage : 0.922631 
Test set Size =          73;	Fault Coverage : 0.924565 
Test set Size =          74;	Fault Coverage : 0.926499 
Test set Size =          75;	Fault Coverage : 0.926499 
Test set Size =          76;	Fault Coverage : 0.928433 
Test set Size =          77;	Fault Coverage : 0.928433 
Test set Size =          78;	Fault Coverage : 0.932302 
Test set Size =          79;	Fault Coverage : 0.932302 
Test set Size =          80;	Fault Coverage : 0.932302 
